gene_symbol	missing_fields	route	safety_gate	recommended_action
PEX11A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PEX11B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PEX11G	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PEX12	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PEX13	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PEX14	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PEX16	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PEX19	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PEX2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PEX26	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PEX3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PEX39	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PEX5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PEX5L	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PEX6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PEX7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PF4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PF4V1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PFAS	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PFDN1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PFDN2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PFDN4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PFDN5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PFDN6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PFKFB1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PFKFB2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PFKFB3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PFKFB4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PFKL	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PFKM	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PFKP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PFN1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PFN1P2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PFN2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PFN3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PFN4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGAM1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGAM1P6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGAM2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGAM4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGAM5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGAP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGAP2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGAP3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGAP4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGAP6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGBD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGBD2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGBD4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGBD5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGC	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGCKA1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGD	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGDP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGF	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGGHG	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGGT1B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGK1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGK1P2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGK2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGLS	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGLS-DT	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGLYRP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGLYRP2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGLYRP3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGLYRP4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGM1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGM2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGM2L1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGM3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGM5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGM5P2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGPEP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGPEP1L	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGR	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGRMC1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGRMC2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PGS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHACTR1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHACTR2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHACTR3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHACTR4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHAF1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHAX	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHB	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHB1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHB2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHC1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHC2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHC3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHETA1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHETA2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHEX	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHEX-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHF1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHF10	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHF11	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHF12	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHF13	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHF14	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHF19	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHF2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHF20	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHF20L1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHF21A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHF21B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHF23	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHF24	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHF3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHF5A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHF6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHF7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHF8	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHGDH	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHIP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHKA1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHKA2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHKB	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHKG1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHKG2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHLDA1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHLDA1-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHLDA2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHLDA3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHLDB1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHLDB2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHLDB3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHLPP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHLPP2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHOSPHO1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHOSPHO2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHOSPHO2-KLHL23	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHOX2A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHOX2B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHPT1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHRF1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHTF1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHTF2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHYH	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHYHD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHYHIP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHYHIPL	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PHYKPL	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PI15	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PI16	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PI3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PI4K2A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PI4K2B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PI4KA	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PI4KAP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PI4KAP2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PI4KB	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIANP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIAS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIAS2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIAS3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIAS4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIBF1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PICALM	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PICK1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PID1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIDD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIERCE1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIERCE2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIEZO1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIEZO2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIF1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIFO	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGA	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGB	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGBOS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGC	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGF	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGG	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGH	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGK	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGL	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGM	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGN	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGO	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGQ	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGR	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGS	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGT	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGU	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGV	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGW	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGX	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIGZ	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIH1D1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIH1D2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIH1D3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIK3AP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIK3C2A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIK3C2B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIK3C2G	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIK3C3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIK3CA	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIK3CB	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIK3CD	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIK3CD-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIK3CG	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIK3IP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIK3R1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIK3R2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIK3R3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIK3R4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIK3R5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIK3R6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIKFYVE	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PILRA	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PILRB	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIM1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIM2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIM3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIMREG	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIN1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIN1P1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIN4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PINK1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PINK1-AS	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PINLYP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PINX1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIP4K2A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIP4K2B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIP4K2C	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIP4P1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIP4P2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIP5K1A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIP5K1B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIP5K1C	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIP5K1P1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIP5KL1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIPOX	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIPSL	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIR	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIRAT1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIRT	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PISD	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PITHD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PITPNA	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PITPNA-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PITPNB	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PITPNC1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PITPNM1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PITPNM2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PITPNM3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PITRM1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PITRM1-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PITX1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PITX1-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PITX2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PITX3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIWIL1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIWIL2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIWIL3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIWIL4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PIWIL4-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PJA1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PJA2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PJVK	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKD1-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKD1L1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKD1L2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKD1L3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKD1P1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKD1P2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKD1P3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKD1P4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKD1P5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKD1P6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKD1P6-NPIPP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKD2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKD2L1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKD2L2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKDCC	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKDREJ	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKHD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKHD1L1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKI55	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKIA	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKIB	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKIG	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKLR	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKM	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKMYT1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKN1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKN2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKN3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKNOX1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKNOX2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKP2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKP3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PKP4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA1A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G10	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G10HP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G12A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G12AP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G12B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G15	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G16	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G1B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G2A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G2D	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G2E	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G2F	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G4A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G4B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G4C	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G4C-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G4D	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G4E	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G4F	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2G7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLA2R1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLAA	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLAAT1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLAAT2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLAAT3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLAAT4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLAC1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLAC4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLAC8	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLAC8L1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLAC9	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLAG1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLAGL1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLAGL2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLAT	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
